Application Number,,Type of tax credit funding,Project Name,Project Address,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Construction Type,Housing Type,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Developer,Annual Federal Award,Total State Award,,,,,,
CA-2016-157,,9%,PATH Villas Eucalyptus,"502 South Eucalyptus Avenue, Inglewood, CA 90301",Inglewood,90301,,Los Angeles,43,62,35,6012.12,"4020-014-900, 4020-014-901 and 4020-014-902",Preliminary Reservation,,,New Construction,Seniors,40,39,0,36,3,0,0,0,0,,4,0,8,0,16,0,11,,,"PATH Inglewood Pacific Associates, a California Li",Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616,2084610022,2084613267,"TPC Holdings V, LLC","PV Eucalyptus Villas MGP, LLC",,,,"Barker Management, Inc.",Peter Barker,1101 E. Orangewood Avenue,Anaheim,CA,92805,7145333450,7145338608,"Pacific West Communities, Inc. & PATH Ventures","$908,500",,,,,,,
CA-2017-780,,4%,Good Shepherd Homes,"510 Centinela Ave, Inglewood, CA 90302",Inglewood,90302,,Los Angeles,62,30,43,6009.02,4015-006-083 and 4015-006-082,Preliminary Reservation,,,Acquisition/Rehabilitation,Special Needs,70,69,10,60,0,0,0,0,0,,0,0,0,0,28,0,41,,,"Good Shepherd Homes Preservation, L.P.","Kenneth D.Higginbotham, Jr",510 Centinela Ave,Inglewood,CA,90302,8185997422,,Good Shepherd Housing Development Corporation,,,,,Caring housing Ministries,Soraya Diaz,"3204 Rosemead Boulevard, Ste 100",El Monte,CA,91731,6263002440,,BlueGreen Preservation and Development,"$602,036",,,,,,,
CA-2019-035,,9%,Fairview Heights Apartments,"923 E Redondo Blvd, Inglewood, CA 90302",Inglewood,90302,,Los Angeles,62,30,43,6009.12,4013-009-900,Preliminary Reservation,,,New Construction,Large Family,101,100,0,50,26,25,0,0,0,0,56,0,0,0,10,0,0,0,34,"LINC-CORE Fairview Metro, LP",Luis Rodriguez,9421 Haven Ave,Rancho Cucamonga,CA,91730,5626841128,,LINC Housing Corporation,National Community Renaissance of California,,,,National CORE,Michael Ruane,9421 Haven Ave,Rancho Cucamonga,CA,91730,9094832444,,LINC Housing Corporation,"$2,500,000","$3,191,779",,,,,,
CA-1993-131,,9%,La Mirada Senior Apartments,"15811 Alicante Road, La Mirada, CA 90638     ",La Mirada,90638,(562) 943-3140,Los Angeles,57,32,38,5038.01,,EXTENDED,11/27/95,11/27/95,New Construction,Senior,100,100,0,0,0,0,0,0,0,,,,,,,,,,,"SA Vista Alicante LP, a CA LP",Nancy Riley,"16882 Bolsa Chica Street, Suite #101",Huntington Beach,CA,92649,(714) 907-4070,(714) 841-1823,"Casa Major, Inc.",,,,,Fusion PMC,Jana Nunn,"4425 N. Atlantic Avenue, Suite B-20",Long Beach,CA,90807,(562) 428-1616,(562) 428-1660,Related Companies of California,"$744,477",$0,,,,,,
CA-1998-901,,4%,Somerset Glen Apartments,"13380 Hillsborough Drive, La Mirada, CA 90638     ",La Mirada,90638,562-947-7714,Los Angeles,57,32,38,5037.03,,Placed In Service,04/29/99,04/29/99,New Construction,Senior,160,160,0,128,33,,,,,,,,,,,,,,,"Somerset Glen Apartments, LP",Tammy Smith,"110 Pine Avenue, Suite 500",Long Beach,CA,90802,562-684-1116,562-435-1054,LINC - Somerset LLC,,,,,JRK Residential,Kerry Melchin,"11766 Wilshire Blvd, 15th Fl",Los Angeles,CA,90025,310-268-8344,310-696-7445,The Related Companies of California,"$556,617",$0,,,,,,
CA-2003-811,,4%,Breezewood Village,"16000 E. Grayville Drive, La Mirada, CA 90638     ",La Mirada,90638,562-943-9555,Los Angeles,57,32,38,5037.03,8037-001-001 et al,Placed in Service,07/02/02,07/02/02,New Construction,Senior,122,120,0,104,17,1,0,0,0,,,,,,,,,,,Grayville Limited Partnership,Bonnie Young,"2022 South 2100 East, Suite 101",Salt Lake City,UT,84108,801-819-7989,810-819-7888,Thomas L. Safran,Housing Corporation of America,,,,Thomas Safran & Associates,Jordan Pynes,"11812 San Vicente, Suite 600",Los Angeles,CA,90049,310-840-4888,310-207-6986,Thomas Safran & Associates,"$471,799",$0,,,,,,
CA-2018-789,,4%,Breezewood Village,"16000 E. Grayville Drive, La Mirada, CA 90638",La Mirada,90638,,Los Angeles,57,32,38,5037.03,8037-005-024,Preliminary Reservation,,,Acquisition and Rehabilitation,Seniors,122,120,0,104,17,1,0,0,0,0,0,0,0,0,24,0,96,0,0,Grayville Housing LP,Anthony Yannatta,"11812 San Vicente Blvd., Ste. 600",Los Angeles,CA,90049,,,Housing Corporation of America,Grayville Housing LLC,,,,"Thomas Safran & Associates, Inc.",Jordan Pynes,"11812 San Vicente Blvd., Suite 600",Los Angeles,CA,90049,3108204888,,"Thomas Safran & Associates Development, Inc.","$979,083",,,,,,,
CA-2001-896,,4%,La Puente Park Apartments,"14730 East Prichard Street, La Puente, CA 91744     ",La Puente,91744,626-968-4030,Los Angeles,57,22,32,4072,8210-002-035,Placed In Service,11/29/01,11/29/01,Acquisition/Rehab,Non Targeted,132,131,0,8,88,36,0,0,0,,,,,,,,,,,La Puente Preservation Limited Partnership,William E. Szymczak,21515 Hawthorne Blvd.  Suite 125,Torrance,CA,90503,(310) 802-6670,310-802-6680,La Puente Preservation Partners LLC.,,,,,"Preservation Partners Management Group, INC",Nidia Vasquez,21515 Hawthorne Blvd.  Suite 125,Torrance,CA,90503,(310) 802-6675,310-802-6680,Preservation Partners Development L.P.,"$436,555",$0,,,,,,
CA-2006-826,,4%,Hojas de Plata Apartments,"1515 N. Orange Avenue, La Puente, CA 91744     ",La Puente,91744,323-665-7870,Los Angeles,48,22,32,4069.02,8465-002-028,Placed In Service,01/31/07,01/31/07,Acquisition/Rehab,Senior,53,52,0,53,0,0,0,0,0,,,,,,,,,,,"Hojas de Plata, L.P.",Charles Kim,"800 South Figueroa, Suite 1270",Los Angeles,CA,90017,213-629-9172,213-629-9179,"Los Angeles Housing Partnership, Inc.",,,,,The John Stewart Company and Los Angeles Housing P,Lori Horn,"888 S.Figueroa Street, Suite 700",Los Angeles,CA,90017,213-787-2710,213-833-1866,"Los Angeles Housing Partnership, Inc.","$288,269",$0,,,,,,
CA-2016-086,,9%,Francisquito Senior Apartments,"14558 Francisquito Ave., La Puente, CA 91746",La Puente,91746,,Los Angeles,32,48,22,4069.02,8465-002-005 & 006,Preliminary Reservation,,,New Construction,Special Needs,54,53,0,53,0,0,0,0,0,,6,0,22,0,11,0,14,,,PNH Francisquito LLC,Brigitte Tweddell,1004 Echo Park Ave.,Los Angeles,CA,90026,2132509481,2132509531,PNH Francisquito LLC,,,,,FPI Management Inc.,June Valle,800 Iron Point Rd.,Folsom,CA,95630,9168504118,9168504118,AHCDC Francisquito LLC,"$1,155,749","$2,963,456",,,,,,
CA-2016-929,,4%,La Puente Park Apartments,"14714 East Prichard Street, La Puente, CA 91744",La Puente,91744,,Los Angeles,57,22,32,4072.00,8210-002-035,Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,132,131,0,8,88,35,0,0,0,,0,0,0,0,27,0,104,,,La Puente Park Preservation LP,William E. Szymczak,21515 Hawthorne Boulevard Suite 390,Torrance,CA,90503,3108026671,,JHC-La Puente Park LLC,La Puente Park Preservation Partners LLC,,,,"Preservation Partners Management Group, Inc",Nidia Vasquez,21515 Hawthorne Boulevard Suite 125,Torrance,CA,90503,3108026670,3108026680,"Preservation Partners Development III, LP","$1,330,722",,,,,,,
CA-2017-783,,4%,La Villa Puente Apartments,"17351 Main Street, La Puente, CA 91744",La Puente,91744,,Los Angeles,57,22,32,4077.01,"8262-012-029, 8262-012-030",Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,121,120,0,16,60,37,8,0,0,,0,0,0,0,46,0,74,,,"La Villa Puente Housing, L.P.",June Park,"1600 Rosecrans Avenue, Media Center 4th Floor",Manhattan Beach,CA,90266,3103217862,,"La Villa Puente Housing, LLC","AHA Los Angeles MGP, LLC",,,,US Residential,Ed Quigley,"15771 Rockfield Blvd., Suite 200",Irvine,CA,92618,9495979700,,"Affordable Housing Access, SDG Housing Partners","$1,695,829",,,,,,,
CA-2019-040,,9%,Arboleda Apartments,"1040 N Unruh Avenue, La Puente, CA 91744",La Puente,91744,,Los Angeles,57,22,32,4076.01,8472-037-009 / 8472-037-010 / 8472-037-012 / 8472-,Preliminary Reservation,,,New Construction,Seniors,74,73,0,59,15,0,0,0,0,0,8,0,26,0,0,0,39,0,0,"Unruh 1040, L.P.",Graham Espley-Jones,"11150 W. Olympic Boulevard, Suite 620",Los Angeles,CA,90064,3105753543,,"WCH Affordable XLVIII, LLC","Unruh 1040, LLC",,,,WSH Management,Kim Pollack,"18881 Von Karman Ave, Ste 720",Irvine,CA,92612,9497488200,,Meta Housing Corporation,"$2,080,552","$6,935,172",,,,,,
CA-1998-174,,9%,Vintage Grove Senior Apartments,"3625 Williams Avenue, La Verne, CA 917500000 ",La Verne,91750,909-392-0521,Los Angeles,41,25,32,4016.01,8666-023-003,Placed In Service,10/28/99,10/28/99,New Construction,Senior,110,109,0,92,18,,,,,,,,,,,,,,,Vintage Grove Senior Apartments LP,Kenneth Robertson,3803 E. Casselle Ave,Orange,CA,92869,7146281650,7146281657,Riverside Charitable Corporation,,,,,USA Multifamily Management Inc,Victoria Critchfield,3200 Douglas Bvd #200,Roseville,CA,95661,9167243855,9167730529,,"$777,557",$0,,,,,,
CA-2014-073,,9%,Cedar Springs Apartments,"1251 Palomares Avenue, La Verne, CA, 91750",La Verne,91750,,Los Angeles,41,25,32,4015.00,8381-036-016,Preliminary Reservation,,,New Construction,Special Needs,36,35,0,20,8,8,0,0,0,,26,0,0,0,9,0,0,,,"Cedar Springs, L.P.",Dora Leong Gallo,"3701 Wilshire Blvd., #700",Los Angeles,CA,90010,2134800809,2134804189,A Community of Friends,"David & Margaret Home, Inc.",,,,The John Stewart Company,Lori Horn,"888 S Figueroa Street, Suite 700",Los Angeles,CA,90017,2137872710,2138331866,A Community of Friends,"$963,114","$2,886,419",,,,,,
CA-1995-914,,4%,Lakewood Senior Apartments/Seasons II at Lakewood,"21309 Bloomfield Ave., Lakewood, CA 90712     ",Lakewood,90712,562-809-3456,Los Angeles,63,32,38,5551.04,,EXTENDED,08/22/96,08/22/96,New Construction,Senior,85,85,0,68,17,0,0,0,0,,,,,,,,,,,"Lakewood Housing Investors, LP",Tammy Smith,"110 Pine Avenue, Suite 500",Long Beach,CA,90802,562-684-1116,562-435-1054,LINC Housing Corporation,,,,,Western National Property Management,Nick Alicastro,8 Executive Circle,Irvine,CA,92614,949-862-6258,949-862-6490,LINC Housing Corporation,"$222,923",$0,,,,,,
CA-2016-936,,4%,Seasons II Senior Apartments,"21309 Bloomfield Avenue, Lakewood, CA 90715",Lakewood,90715,,Los Angeles,63,32,38,5551.04,7066-009-030,Preliminary Reservation,,,Acquisition/Rehabilitation,Seniors,85,83,0,67,16,0,0,0,0,,0,0,0,0,18,0,65,,,"Seasons Lakewood AR, L.P.",Thomas Erickson,330 W. Victoria Street,Gardena,CA,90248,4242582918,4242582919,"LINC-Gardena Associates, LLC","HCHP Affordable Multi-Family, LLC",,,,Western National Property Management,Laura Khouri,8 Executive Circle,Irvine,CA,92614,9498626201,,"Highridge Costa Housing Partners, LLC","$558,271",,,,,,,
CA-1996-092,,9%,Regency Apartments,"2317 West Avenue J-8, Lancaster, CA 93534     ",Lancaster,93534,661 945 3646,Los Angeles,36,21,23,9010.09,,EXTENDED,04/14/98,04/14/98,New Construction,Large Family,77,77,0,0,9,54,14,0,0,,,,,,,,,,,"Lancaster/Regency, LP",Ken Robertson,3803 E. Casselle Avenue,Orange,CA,92869,714 628 1650,714 628 1657,"Community Housing Assistance Program, Inc.",,,,,"FPI Management, Inc.",Karen Murphy,800 Iron Point Rd.,Folsom,CA,95630,916 357 5300 x290,916 357 7290,Alpha III,"$807,796",$0,,,,,,
CA-1998-266,,9%,Aurora Village,"43862 15th Street West, Lancaster, CA 935342461 ",Lancaster,93534,661-945-1921,Los Angeles,36,21,25,9007.03,3123-012-903,Placed In Service,12/29/00,12/29/00,New Construction,Senior,132,129,0,117,15,0,,,,,,,,,,,,,,"Aurora Village, L.P.",Carlo Sarmiento,1933 Cliff Drive Suite 26,Santa Barbara,CA,93109,805-963-0571,805-966-6241,Santa Barbara Housing Assistance Corp,,,,,Investec Management Corp,Jessie Baker,200 East Carrillo St Suite 200,Santa Barbara,CA,93101,805-962-8989,805-962-1918,,"$943,547",$0,,,,,,
CA-2000-250,,9%,Village Pointe Apartments,"43732 Challenger Way, Lancaster, CA 935340000 ",Lancaster,93534,661-942-9556,Los Angeles,36,21,25,9005.01,3184-009-010,Placed In Service,07/01/01,07/01/01,Acquisition/Rehab,Large Family,200,199,0,48,87,44,20,0,0,,,,,,,,,,,"Youtheman, L.P.",Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,"SSSM, LLC / Housing Corporation of America",,,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,,"$612,878",$0,,,,,,
CA-2002-828,,4%,Village at Beechwood,"44063 Beech Avenue, Lancaster, CA 93534     ",Lancaster,93534,661-948-7212,Los Angeles,36,21,25,9007.01,3132-003-023,Placed In Service,10/31/03,10/31/03,Acquisition/Rehab,Non Targeted,100,99,0,20,58,22,0,0,0,,,,,,,,,,,"LINC Beechwood Limited Partnership, a CA LP",Tammy Smith,"110 Pine Avenue, Suite 500",Long Beach,CA,90802,562-684-1116,562-435-1054,LINC Housing Corporation,,,,,US Residential Group,Debra Frontino,"15771 Rockfield Blvd, #200",Irvine,CA,92618,949-597-9700,595-597-9800,LINC Housing Corporation,"$280,020",$0,,,,,,
CA-2004-059,,9%,Arbor Grove,"855 W. Jackman Street, Lancaster, CA 93534     ",Lancaster,93534,661-949-6206,Los Angeles,36,21,23,9008.06,"3133-001-025, 026, 027, 028, 029",Placed In Service,08/25/06,11/29/06,New Construction,Senior,150,150,0,150,0,0,0,0,0,,,,,,,,,,,"Downtown Renual, L.P., a CA LP",Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,"InSite Development, LLC","InSite Development, LLC",,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,,"$1,506,594",$0,,,,,,
CA-2005-876,,4%,Aurora Village II,"43945 12th Street West, Lancaster, CA 93534     ",Lancaster,93534,661-948-0860,Los Angeles,36,21,25,9007.03,3123-012-040,Placed In Service,12/15/05,12/15/05,New Construction,Senior,140,138,0,125,15,0,0,0,0,,,,,,,,,,,"Aurora 12th, L.P., a CA LP",Carlo Sarmiento,1933 Cliff Drive Suite 26,Santa Barbara,CA,93109,805-963-0571,805-966-6241,"Santa Barbara Housing Assistance Corp., MGP, Lanca",Santa Barbara Housing Assistance Corporation,,,,Maribel Corp,Bill Wagner,202 Via Lucero,Santa Barbara,CA,93110,805-687-5450,805-687-5450,Marbill Corporation,"$671,047",$0,,,,,,
CA-2005-890,,4%,Laurel Crest Apartments,"45114 Beech Avenue, Lancaster, CA 93534     ",Lancaster,93534,661-948-3422,Los Angeles,36,21,23,9008.06,"3134-004-900, -901, -902, -903, -904, -905, -906",Placed In Service,08/24/07,09/14/07,New Construction,Large Family,72,71,0,0,36,36,0,0,0,,,,,,,,,,,"Laurel Crest, L.P.",Mary Jo Goelzer,"17701 Cowan Ave., Suite 200",Irvine,CA,92614,949-263-8676,949-263-0647,"JHC-Laurel Crest, LLC",,,,,The John Stewart Co.,Donna Lambe,"888 Figueroa St., Suite 700",Los Angeles,CA,90017,213-833-1860,213-833-1866,Jamboree Housing Corporation,"$685,808",$0,,,,,,
CA-2006-812,,4%,Poppyfield Estates,"530 W Jackman Ave., Lancaster, CA 93534     ",Lancaster,93534,661-952-0026,Los Angeles,36,21,23,9008.06,3134-005-903-905 & 909-914,Placed In Service,10/17/08,10/17/08,New Construction,Special Needs,100,99,0,35,40,25,0,0,0,,,,,,,,,,,"Leaps and Bounds, L.P., a CA LP",Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,"InSite Development, LLC","InSite Development, LLC",,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,"InSite Development, LLC","$957,797",$0,,,,,,
CA-2006-912,,4%,Arbor Court I,"44958 N. 10th Street West, Lancaster, CA 93534     ",Lancaster,93534,661-952-6855,Los Angeles,36,21,23,9008.05,"3133-002-018, 020, 021",Placed In Service,08/01/07,08/01/07,Acquisition/Rehab,Special Needs,84,83,84,0,0,0,0,0,0,,,,,,,,,,,"Ain't That a Peach, LP",Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,InSite Development,Housing Corporation of America,,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,InSite Development,"$496,647",$0,,,,,,
CA-2007-005,,9%,Essex Apartments,"44916 N 10th Street West, Lancaster, CA 93534     ",Lancaster,93534,661-952-6855,Los Angeles,36,21,23,9008.05,3313-002-019,Placed In Service,11/01/07,11/01/07,Rehabilitation,SRO,150,149,150,0,0,0,0,0,0,,,,,,,,,,,"How Bout Them Apples, L.P., a California L.P.",Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,InSite Development,Housing Corporation of America,,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,InSite Development LLC,"$1,554,566",$0,,,,,,
CA-2008-919,,4%,Arbor on Date,"44927 Date Avenue, Lancaster, CA 93534     ",Lancaster,93534,661-723-6555,Los Angeles,36,21,23,9008.06,"3134-009-003, 3134-009-004, 3134-009-014, 3134-009",Placed In Service,09/10/10,09/10/10,New Construction,Large Family,40,39,0,0,0,40,0,0,0,,,,,,,,,,,"Grow a Pear, LP",Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,"Housing Corporation of America, Inc","Insite Development, LLC",,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,"InSite Development, LLC","$426,239",$0,,,,,,
CA-2009-501,,9% ARRA,Arbor Lofts fka The Commons of Lancaster,"665 West Lancaster Blvd., Lancaster, CA 93534     ",Lancaster,93534,661-723-6555,Los Angeles,36,21,23,9008.06,"3134-009-020, 021",Placed in Service,10/25/09,10/25/09,Acquisition/Rehab,Large Family,21,20,0,0,0,0,21,0,0,,,,,,,,,,,North Downtown Renual LP,Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,Housing Corporation of  America Inc,InSite Development LLC,,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,InSite Development LLC,$0,$0,,,,,,
CA-2009-505,,9% ARRA,The Sagebrush of Downtown,"44826 Fig Avenue, Lancaster, CA 93534     ",Lancaster,93534,661-942-2600,Los Angeles,36,21,23,9008.06,"3133+024+013, 016, 001",Placed in Service,04/01/11,04/01/11,New Construction,Large Family,21,20,0,0,0,0,21,0,0,,,,,,,,,,,Lean Mean Fighting Machine LP,Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,"InSite Development, LLC",InSite Development,,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,InSite Development,$0,$0,,,,,,
CA-2009-517,,9% ARRA,The Sagebrush of Downtown II,"707 Milling Street, Lancaster, CA 93534     ",Lancaster,93534,661-942-2600,Los Angeles,36,21,23,9008.06,"3133-024-013, 016, 001",Placed in Service,08/03/11,08/16/11,New Construction,Large Family,40,39,0,0,0,40,0,0,0,,,,,,,,,,,Lean Mean Fighting Machine LP,Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-461-0362,"InSite Development, LLC",InSite Development LLC,,,,Ironwood Management,Tamara Lomino,6265 Variel Avenue,Woodland Hills,CA,91367,818-789-5550,818-583-1778,InSite Development LLC,$0,$0,,,,,,
CA-2013-829,,4%,Cedar Ridge Apartments,"2105 East Avenue J8, Lancaster, CA 93535",Lancaster,93535,661-723-7538,Los Angeles,36,21,25,9005.01,,Placed in Service,07/01/13,07/01/13,Acquisition/Rehab,Large Family,109,109,0,0,42,68,0,0,0,,39,0,0,0,0,0,70,,,"I Yam What I Yam, LP",Amanda Johnson,6265 Variel Avenue,Woodland Hills,CA,91367,8187895550,8188271719,InSite Development,Abbey Road,,,,Ironwood Management LLC,Scott Williams,6265 Variel Avenue,Woodland Hills,CA,91367,8187895550,8188271719,"InSite Development, LLC.","$434,409",,,,,,,
CA-2013-903,,4%,Sierra Villa East,"621 East Avenue I, Lancaster, CA 93535",Lancaster,93535,6619420663,Los Angeles,36,21,25,9006.02,3176-018-031,Placed In Service,11/30/14,11/30/14,Acquisition/Rehabilitation,Non-Targeted,91,90,0,0,75,8,8,0,0,,0,0,0,0,19,0,71,,,"Reliant - San Gabriel, LP",Robert Lawler,"c/o The Reliant Group, Inc., 275 Battery Street, S",San Francisco,CA,94111,4155019603,,Rainbow Housing Assistance Corporation,,,,,FPI Management Inc.,,800 Iron Point Road,Folsom,CA,95630,(916) 357-5300,(916) 357-5320,"The Reliant Group, Inc.","$404,569",,,,,,,
CA-2013-906,,4%,College Park Apartments,"43331 30th Street West, Lancaster, CA 93536",Lancaster,93536,6619433833,Los Angeles,36,21,23,9010.10,3112-001-013,Placed In Service,11/01/14,11/01/14,Acquisition/Rehabilitation,Non-Targeted,61,60,0,0,49,6,6,0,0,,0,0,0,0,19,0,41,,,"Reliant - San Gabriel, LP",Robert Lawler,"c/o The Reliant Group, Inc., 275 Battery Street, S",San Francisco,CA,94111,4155019603,,Rainbow Housing Assistance Corporation,,,,,FPI Management Inc.,,800 Iron Point Road,Folsom,CA,95630,(916) 357-5300,(916) 357-5320,"The Reliant Group, Inc.","$314,457",,,,,,,
CA-2013-907,,4%,Fernwood Senior Apartments,"45151 Fern Avenue, Lancaster, CA 93534",Lancaster,83534,6619480051,Los Angeles,36,21,23,9008.06,3133-001-002,Placed In Service,11/30/14,11/30/14,Acquisition/Rehabilitation,Non-Targeted,76,75,0,75,1,0,0,0,0,,0,0,0,0,15,0,60,,,"Reliant - San Gabriel, LP",Robert Lawler,"c/o The Reliant Group, Inc., 275 Battery Street, S",San Francisco,CA,94111,4155019603,,Rainbow Housing Assistance Corporation,,,,,FPI Management Inc.,,800 Iron Point Road,Folsom,CA,95630,(916) 357-5300,(916) 357-5320,"The Reliant Group, Inc.","$278,711",,,,,,,
CA-2015-844,,4%,Avenida Crossing Apartments,"2317 West Avenue J-8, Lancaster, CA 93536",Lancaster,93536,,Los Angeles,36,21,23,9010.09,3124-013-019,Preliminary Reservation,,,Acquisition/Rehabilitation,Large Family,77,76,0,0,9,55,13,0,0,,0,0,33,0,43,0,0,,,"Lancaster 637, L.P.",Geoffrey C. Brown,"3200 Douglas Blvd., Suite 200",Roseville,CA,95661,9167243801,9167868150,"USA Lancaster 637, Inc.",Riverside Charitable Corporation,,,,"USA Multifamily Management, Inc.",Karen McCurdy,"3200 Douglas Blvd., Suite 200",Roseville,CA,95661,9167243838,9167735866,"USA Properties Fund, Inc.","$375,884",,,,,,,
CA-2015-891,,4%,Copper Square Apartments,"30th Street West and West Avenue I, Lancaster, CA  93536",Lancaster,93536,,Los Angeles,36,21,25,9009.00,3107-012-116,Preliminary Reservation,,,New Construction,Non-Targeted,204,201,0,40,144,20,0,0,0,,0,0,0,0,21,0,180,,,"Copper Square Apartments, LP, a California limited",Keith James,"1620 N. Mamer Road, Building B",Spokane,WA,99216,5093213218,5099222251,"Copper Square GP, LLC, a California limited liability company","Hearthstone CA Properties I, LLC, a CA ltd liability",,,,"FPI Management, Inc.",Dennis Treadaway,800 Iron Point Road,Folsom,CA,95630,9163575300,9163575310,Inland Construction,"$1,369,297",,,,,,,
